No,Original_Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,is_mega,image_url,evolutionary_stage
517,Munna,5,0.6,23.3,Psychic,,Forewarn,Synchronize,Telepathy,Pink,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png,1
518,Musharna,5,1.1,60.5,Psychic,,Forewarn,Synchronize,Telepathy,Pink,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png,2
519,Pidove,5,0.3,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png,1
520,Tranquill,5,0.6,15,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png,2
521,Unfezant,5,1.2,29,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png,3
522,Blitzle,5,0.8,29.8,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png,1
523,Zebstrika,5,1.6,79.5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png,2
524,Roggenrola,5,0.4,18,Rock,,Sturdy,Weak Armor,Sand Force,Blue,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png,1
525,Boldore,5,0.9,102,Rock,,Sturdy,Weak Armor,Sand Force,Blue,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png,2
526,Gigalith,5,1.7,260,Rock,,Sturdy,Sand Stream,Sand Force,Blue,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png,3
527,Woobat,5,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,Blue,Ground,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png,1
528,Swoobat,5,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,Blue,Ground,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,2
529,Drilbur,5,0.3,8.5,Ground,,Sand Rush,Sand Force,Mold Breaker,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,1
530,Excadrill,5,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,2
531,Audino,5,1.1,31,Normal,,Healer,Regenerator,Klutz,Pink,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,1
532,Timburr,5,0.6,12.5,Fighting,,Guts,Sheer Force,Iron Fist,Gray,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,1
533,Gurdurr,5,1.2,40,Fighting,,Guts,Sheer Force,Iron Fist,Gray,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,2
534,Conkeldurr,5,1.4,87,Fighting,,Guts,Sheer Force,Iron Fist,Brown,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,3
535,Tympole,5,0.5,4.5,Water,,Swift Swim,Hydration,Water Absorb,Blue,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,1
536,Palpitoad,5,0.8,17,Water,Ground,Swift Swim,Hydration,Water Absorb,Blue,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,2
537,Seismitoad,5,1.5,62,Water,Ground,Swift Swim,Poison Touch,Water Absorb,Blue,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,3
538,Throh,5,1.3,55.5,Fighting,,Guts,Inner Focus,Mold Breaker,Red,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png,1
539,Sawk,5,1.4,51,Fighting,,Sturdy,Inner Focus,Mold Breaker,Blue,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png,1
540,Sewaddle,5,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png,1
541,Swadloon,5,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,Green,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png,2
542,Leavanny,5,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png,3
543,Venipede,5,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,1
544,Whirlipede,5,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Gray,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,2
545,Scolipede,5,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,3
546,Cottonee,5,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,Grass,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png,1
547,Whimsicott,5,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,Grass,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png,2
548,Petilil,5,0.5,6.6,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png,1
549,Lilligant,5,1.1,16.3,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png,2
550,Basculin,5,1,18,Water,,Reckless,Adaptability,Mold Breaker,Green,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png,1
551,Sandile,5,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,1
552,Krokorok,5,1,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,2
553,Krookodile,5,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,3
554,Darumaka,5,0.6,37.5,Fire,,Hustle,,Inner Focus,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,1
555,Darmanitan,5,1.3,92.9,Fire,,Sheer Force,,Zen Mode,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,2
556,Maractus,5,1,28,Grass,,Water Absorb,Chlorophyll,Storm Drain,Green,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,1
557,Dwebble,5,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,Bug,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,1
558,Crustle,5,1.4,200,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,Bug,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,2
559,Scraggy,5,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,Yellow,Ground,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,1
560,Scrafty,5,1.1,30,Dark,Fighting,Shed Skin,Moxie,Intimidate,Red,Ground,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,2
561,Sigilyph,5,1.4,14,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Black,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,1
562,Yamask,5,0.5,1.5,Ghost,,Mummy,,,Black,Mineral,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,1
563,Cofagrigus,5,1.7,76.5,Ghost,,Mummy,,,Yellow,Mineral,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,2
564,Tirtouga,5,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,1
565,Carracosta,5,1.2,81,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,2
566,Archen,5,0.5,9.5,Rock,Flying,Defeatist,,,Yellow,Flying,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,1
567,Archeops,5,1.4,32,Rock,Flying,Defeatist,,,Yellow,Flying,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,2
568,Trubbish,5,0.6,31,Poison,,Stench,Sticky Hold,Aftermath,Green,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,1
569,Garbodor,5,1.9,107.3,Poison,,Stench,Weak Armor,Aftermath,Green,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,2
570,Zorua,5,0.7,12.5,Dark,,Illusion,,,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,1
571,Zoroark,5,1.6,81.1,Dark,,Illusion,,,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,2
572,Minccino,5,0.4,5.8,Normal,,Cute Charm,Technician,Skill Link,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,1
573,Cinccino,5,0.5,7.5,Normal,,Cute Charm,Technician,Skill Link,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,2
574,Gothita,5,0.4,5.8,Psychic,,Frisk,Competitive,Shadow Tag,Purple,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,1
575,Gothorita,5,0.7,18,Psychic,,Frisk,Competitive,Shadow Tag,Purple,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,2
576,Gothitelle,5,1.5,44,Psychic,,Frisk,Competitive,Shadow Tag,Purple,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,3
577,Solosis,5,0.3,1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,1
578,Duosion,5,0.6,8,Psychic,,Overcoat,Magic Guard,Regenerator,Green,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,2
579,Reuniclus,5,1,20.1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,3
580,Ducklett,5,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,Water1,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,1
581,Swanna,5,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,White,Water1,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,2
582,Vanillite,5,0.4,5.7,Ice,,Ice Body,Snow Cloak,Weak Armor,White,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,1
583,Vanillish,5,1.1,41,Ice,,Ice Body,Snow Cloak,Weak Armor,White,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,2
584,Vanilluxe,5,1.3,57.5,Ice,,Ice Body,Snow Warning,Weak Armor,White,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,3
585,Deerling,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,1
586,Sawsbuck,5,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,2
587,Emolga,5,0.4,5,Electric,Flying,Static,,Motor Drive,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,1
588,Karrablast,5,0.5,5.9,Bug,,Swarm,Shed Skin,No Guard,Blue,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,1
589,Escavalier,5,1,33,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,2
590,Foongus,5,0.2,1,Grass,Poison,Effect Spore,,Regenerator,White,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,1
591,Amoonguss,5,0.6,10.5,Grass,Poison,Effect Spore,,Regenerator,White,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,2
592,Frillish,5,1.2,33,Water,Ghost,Water Absorb,Cursed Body,Damp,White,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,1
593,Jellicent,5,2.2,135,Water,Ghost,Water Absorb,Cursed Body,Damp,White,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,2
594,Alomomola,5,1.2,31.6,Water,,Healer,Hydration,Regenerator,Pink,Water1,Water2,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,1
595,Joltik,5,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,1
596,Galvantula,5,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,2
597,Ferroseed,5,0.6,18.8,Grass,Steel,Iron Barbs,,,Gray,Grass,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,1
598,Ferrothorn,5,1,110,Grass,Steel,Iron Barbs,,Anticipation,Gray,Grass,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,2
599,Klink,5,0.3,21,Steel,,Plus,Minus,Clear Body,Gray,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,1
600,Klang,5,0.6,51,Steel,,Plus,Minus,Clear Body,Gray,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,2
601,Klinklang,5,0.6,81,Steel,,Plus,Minus,Clear Body,Gray,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,3
602,Tynamo,5,0.2,0.3,Electric,,Levitate,,,White,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,1
603,Eelektrik,5,1.2,22,Electric,,Levitate,,,Blue,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,2
604,Eelektross,5,2.1,80.5,Electric,,Levitate,,,Blue,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,3
605,Elgyem,5,0.5,9,Psychic,,Telepathy,Synchronize,Analytic,Blue,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,1
606,Beheeyem,5,1,34.5,Psychic,,Telepathy,Synchronize,Analytic,Brown,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,2
607,Litwick,5,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,1
608,Lampent,5,0.6,13,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,2
609,Chandelure,5,1,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,3
610,Axew,5,0.6,18,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,1
611,Fraxure,5,1,36,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,2
612,Haxorus,5,1.8,105.5,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,3
613,Cubchoo,5,0.5,8.5,Ice,,Snow Cloak,Slush Rush,Rattled,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,1
614,Beartic,5,2.6,260,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,2
615,Cryogonal,5,1.1,148,Ice,,Levitate,,,Blue,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,1
616,Shelmet,5,0.4,7.7,Bug,,Hydration,Shell Armor,Overcoat,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,1
617,Accelgor,5,0.8,25.3,Bug,,Hydration,Sticky Hold,Unburden,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,2
618,Stunfisk,5,0.7,11,Ground,Electric,Static,Limber,Sand Veil,Brown,Water1,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,1
619,Mienfoo,5,0.9,20,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,Ground,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,1
620,Mienshao,5,1.4,35.5,Fighting,,Inner Focus,Regenerator,Reckless,Purple,Ground,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,2
621,Druddigon,5,1.6,139,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,Dragon,Monster,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,1
622,Golett,5,1,92,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,1
623,Golurk,5,2.8,330,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,2
624,Pawniard,5,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,Red,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,1
625,Bisharp,5,1.6,70,Dark,Steel,Defiant,Inner Focus,Pressure,Red,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,2
626,Bouffalant,5,1.6,94.6,Normal,,Reckless,Sap Sipper,Soundproof,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,1
627,Rufflet,5,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,1
628,Braviary,5,1.5,41,Normal,Flying,Keen Eye,Sheer Force,Defiant,Red,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,2
629,Vullaby,5,0.5,9,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,1
630,Mandibuzz,5,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,2
631,Heatmor,5,1.4,58,Fire,,Gluttony,Flash Fire,White Smoke,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,1
632,Durant,5,0.3,33,Bug,Steel,Swarm,Hustle,Truant,Gray,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,1
633,Deino,5,0.8,17.3,Dark,Dragon,Hustle,,,Blue,Dragon,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,1
634,Zweilous,5,1.4,50,Dark,Dragon,Hustle,,,Blue,Dragon,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,2
635,Hydreigon,5,1.8,160,Dark,Dragon,Levitate,,,Blue,Dragon,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,3
636,Larvesta,5,1.1,28.8,Bug,Fire,Flame Body,,Swarm,White,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,1
637,Volcarona,5,1.6,46,Bug,Fire,Flame Body,,Swarm,White,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,2
638,Cobalion,5,2.1,250,Steel,Fighting,Justified,,,Blue,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,1
639,Terrakion,5,1.9,260,Rock,Fighting,Justified,,,Gray,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,1
640,Virizion,5,2,200,Grass,Fighting,Justified,,,Green,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,1
