,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,Region_Form,is_mega
382,310,310_0,Manectric,Manectric,3,1.5,40.2,Electric,,Static,Lightning Rod,Minus,Yellow,Ground,,Ordinary,,False
383,310,310_1,Manectric,Mega Manectric,3,1.8,44.0,Electric,,Intimidate,,,Yellow,Ground,,Ordinary,,True
384,311,311_0,Plusle,Plusle,3,0.4,4.2,Electric,,Plus,,Lightning Rod,Yellow,Fairy,,Ordinary,,False
385,312,312_0,Minun,Minun,3,0.4,4.2,Electric,,Minus,,Volt Absorb,Yellow,Fairy,,Ordinary,,False
386,313,313_0,Volbeat,Volbeat,3,0.7,17.7,Bug,,Illuminate,Swarm,Prankster,Gray,Bug,Human-Like,Ordinary,,False
387,314,314_0,Illumise,Illumise,3,0.6,17.7,Bug,,Oblivious,Tinted Lens,Prankster,Purple,Bug,Human-Like,Ordinary,,False
388,315,315_0,Roselia,Roselia,3,0.3,2.0,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,Fairy,Grass,Ordinary,,False
389,316,316_0,Gulpin,Gulpin,3,0.4,10.3,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Green,Amorphous,,Ordinary,,False
390,317,317_0,Swalot,Swalot,3,1.7,80.0,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Purple,Amorphous,,Ordinary,,False
391,318,318_0,Carvanha,Carvanha,3,0.8,20.8,Water,Dark,Rough Skin,,Speed Boost,Red,Water2,,Ordinary,,False
392,319,319_0,Sharpedo,Sharpedo,3,1.8,88.8,Water,Dark,Rough Skin,,Speed Boost,Blue,Water2,,Ordinary,,False
393,319,319_1,Sharpedo,Mega Sharpedo,3,2.5,130.3,Water,Dark,Strong Jaw,,,Blue,Water2,,Ordinary,,True
394,320,320_0,Wailmer,Wailmer,3,2.0,130.0,Water,,Water Veil,Oblivious,Pressure,Blue,Ground,Water2,Ordinary,,False
395,321,321_0,Wailord,Wailord,3,14.5,398.0,Water,,Water Veil,Oblivious,Pressure,Blue,Ground,Water2,Ordinary,,False
396,322,322_0,Numel,Numel,3,0.7,24.0,Fire,Ground,Oblivious,Simple,Own Tempo,Yellow,Ground,,Ordinary,,False
397,323,323_0,Camerupt,Camerupt,3,1.9,220.0,Fire,Ground,Magma Armor,Solid Rock,Anger Point,Red,Ground,,Ordinary,,False
398,323,323_1,Camerupt,Mega Camerupt,3,2.5,320.5,Fire,Ground,Sheer Force,,,Red,Ground,,Ordinary,,True
399,324,324_0,Torkoal,Torkoal,3,0.5,80.4,Fire,,White Smoke,Drought,Shell Armor,Brown,Ground,,Ordinary,,False
400,325,325_0,Spoink,Spoink,3,0.7,30.6,Psychic,,Thick Fat,Own Tempo,Gluttony,Black,Ground,,Ordinary,,False
401,326,326_0,Grumpig,Grumpig,3,0.9,71.5,Psychic,,Thick Fat,Own Tempo,Gluttony,Purple,Ground,,Ordinary,,False
402,327,327_0,Spinda,Spinda,3,1.1,5.0,Normal,,Own Tempo,Tangled Feet,Contrary,Brown,Ground,Human-Like,Ordinary,,False
403,328,328_0,Trapinch,Trapinch,3,0.7,15.0,Ground,,Hyper Cutter,Arena Trap,Sheer Force,Brown,Bug,Dragon,Ordinary,,False
404,329,329_0,Vibrava,Vibrava,3,1.1,15.3,Ground,Dragon,Levitate,,,Green,Bug,Dragon,Ordinary,,False
405,330,330_0,Flygon,Flygon,3,2.0,82.0,Ground,Dragon,Levitate,,,Green,Bug,Dragon,Ordinary,,False
406,331,331_0,Cacnea,Cacnea,3,0.4,51.3,Grass,,Sand Veil,,Water Absorb,Green,Grass,Human-Like,Ordinary,,False
407,332,332_0,Cacturne,Cacturne,3,1.3,77.4,Grass,Dark,Sand Veil,,Water Absorb,Green,Grass,Human-Like,Ordinary,,False
408,333,333_0,Swablu,Swablu,3,0.4,1.2,Normal,Flying,Natural Cure,,Cloud Nine,Blue,Flying,Dragon,Ordinary,,False
409,334,334_0,Altaria,Altaria,3,1.1,20.6,Dragon,Flying,Natural Cure,,Cloud Nine,Blue,Flying,Dragon,Ordinary,,False
410,334,334_1,Altaria,Mega Altaria,3,1.5,20.6,Dragon,Fairy,Pixilate,,,Blue,Flying,Dragon,Ordinary,,True
411,335,335_0,Zangoose,Zangoose,3,1.3,40.3,Normal,,Immunity,,Toxic Boost,White,Ground,,Ordinary,,False
412,336,336_0,Seviper,Seviper,3,2.7,52.5,Poison,,Shed Skin,,Infiltrator,Black,Ground,Dragon,Ordinary,,False
413,337,337_0,Lunatone,Lunatone,3,1.0,168.0,Rock,Psychic,Levitate,,,Yellow,Mineral,,Ordinary,,False
414,338,338_0,Solrock,Solrock,3,1.2,154.0,Rock,Psychic,Levitate,,,Red,Mineral,,Ordinary,,False
415,339,339_0,Barboach,Barboach,3,0.4,1.9,Water,Ground,Oblivious,Anticipation,Hydration,Gray,Water2,,Ordinary,,False
416,340,340_0,Whiscash,Whiscash,3,0.9,23.6,Water,Ground,Oblivious,Anticipation,Hydration,Blue,Water2,,Ordinary,,False
417,341,341_0,Corphish,Corphish,3,0.6,11.5,Water,,Hyper Cutter,Shell Armor,Adaptability,Red,Water1,Water3,Ordinary,,False
418,342,342_0,Crawdaunt,Crawdaunt,3,1.1,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,Red,Water1,Water3,Ordinary,,False
419,343,343_0,Baltoy,Baltoy,3,0.5,21.5,Ground,Psychic,Levitate,,,Brown,Mineral,,Ordinary,,False
420,344,344_0,Claydol,Claydol,3,1.5,108.0,Ground,Psychic,Levitate,,,Black,Mineral,,Ordinary,,False
421,345,345_0,Lileep,Lileep,3,1.0,23.8,Rock,Grass,Suction Cups,,Storm Drain,Purple,Water3,,Ordinary,,False
422,346,346_0,Cradily,Cradily,3,1.5,60.4,Rock,Grass,Suction Cups,,Storm Drain,Green,Water3,,Ordinary,,False
423,347,347_0,Anorith,Anorith,3,0.7,12.5,Rock,Bug,Battle Armor,,Swift Swim,Gray,Water3,,Ordinary,,False
424,348,348_0,Armaldo,Armaldo,3,1.5,68.2,Rock,Bug,Battle Armor,,Swift Swim,Gray,Water3,,Ordinary,,False
425,349,349_0,Feebas,Feebas,3,0.6,7.4,Water,,Swift Swim,Oblivious,Adaptability,Brown,Water1,Dragon,Ordinary,,False
426,350,350_0,Milotic,Milotic,3,6.2,162.0,Water,,Marvel Scale,Competitive,Cute Charm,Pink,Water1,Dragon,Ordinary,,False
427,351,351_0,Castform,Castform,3,0.3,0.8,Normal,,Forecast,,,Gray,Fairy,Amorphous,Ordinary,,False
428,351,351_1,Castform,Castform Sunny Form,3,0.3,0.8,Normal,,Forecast,,,Red,Fairy,Amorphous,Ordinary,,False
429,351,351_2,Castform,Castform Rainy Form,3,0.3,0.8,Normal,,Forecast,,,Blue,Fairy,Amorphous,Ordinary,,False
430,351,351_3,Castform,Castform Snowy Form,3,0.3,0.8,Normal,,Forecast,,,White,Fairy,Amorphous,Ordinary,,False
431,352,352_0,Kecleon,Kecleon,3,1.0,22.0,Normal,,Color Change,,Protean,Green,Ground,,Ordinary,,False
432,353,353_0,Shuppet,Shuppet,3,0.6,2.3,Ghost,,Insomnia,Frisk,Cursed Body,Black,Amorphous,,Ordinary,,False
433,354,354_0,Banette,Banette,3,1.1,12.5,Ghost,,Insomnia,Frisk,Cursed Body,Black,Amorphous,,Ordinary,,False
434,354,354_1,Banette,Mega Banette,3,1.2,13.0,Ghost,,Prankster,,,Black,Amorphous,,Ordinary,,True
435,355,355_0,Duskull,Duskull,3,0.8,15.0,Ghost,,Levitate,,Frisk,Black,Amorphous,,Ordinary,,False
436,356,356_0,Dusclops,Dusclops,3,1.6,30.6,Ghost,,Pressure,,Frisk,Black,Amorphous,,Ordinary,,False
437,357,357_0,Tropius,Tropius,3,2.0,100.0,Grass,Flying,Chlorophyll,Solar Power,Harvest,Green,Monster,Grass,Ordinary,,False
438,358,358_0,Chimecho,Chimecho,3,0.6,1.0,Psychic,,Levitate,,,Blue,Amorphous,,Ordinary,,False
439,359,359_0,Absol,Absol,3,1.2,47.0,Dark,,Pressure,Super Luck,Justified,White,Ground,,Ordinary,,False
440,359,359_1,Absol,Mega Absol,3,1.2,49.0,Dark,,Magic Bounce,,,White,Ground,,Ordinary,,True
441,360,360_0,Wynaut,Wynaut,3,0.6,14.0,Psychic,,Shadow Tag,,Telepathy,Blue,Undiscovered,,Ordinary,,False
442,361,361_0,Snorunt,Snorunt,3,0.7,16.8,Ice,,Inner Focus,Ice Body,Moody,Gray,Fairy,Mineral,Ordinary,,False
443,362,362_0,Glalie,Glalie,3,1.5,256.5,Ice,,Inner Focus,Ice Body,Moody,Gray,Fairy,Mineral,Ordinary,,False
444,362,362_1,Glalie,Mega Glalie,3,2.1,350.2,Ice,,Refrigerate,,,Gray,Fairy,Mineral,Ordinary,,True
445,363,363_0,Spheal,Spheal,3,0.8,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,Water1,Ground,Ordinary,,False
446,364,364_0,Sealeo,Sealeo,3,1.1,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,Water1,Ground,Ordinary,,False
447,365,365_0,Walrein,Walrein,3,1.4,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,Water1,Ground,Ordinary,,False
448,366,366_0,Clamperl,Clamperl,3,0.4,52.5,Water,,Shell Armor,,Rattled,Blue,Water1,,Ordinary,,False
449,367,367_0,Huntail,Huntail,3,1.7,27.0,Water,,Swift Swim,,Water Veil,Blue,Water1,,Ordinary,,False
450,368,368_0,Gorebyss,Gorebyss,3,1.8,22.6,Water,,Swift Swim,,Hydration,Pink,Water1,,Ordinary,,False
451,369,369_0,Relicanth,Relicanth,3,1.0,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,Gray,Water1,Water2,Ordinary,,False
452,370,370_0,Luvdisc,Luvdisc,3,0.6,8.7,Water,,Swift Swim,,Hydration,Pink,Water2,,Ordinary,,False
453,371,371_0,Bagon,Bagon,3,0.6,42.1,Dragon,,Rock Head,,Sheer Force,Blue,Dragon,,Ordinary,,False
454,372,372_0,Shelgon,Shelgon,3,1.1,110.5,Dragon,,Rock Head,,Overcoat,White,Dragon,,Ordinary,,False
455,373,373_0,Salamence,Salamence,3,1.5,102.6,Dragon,Flying,Intimidate,,Moxie,Blue,Dragon,,Ordinary,,False
456,373,373_1,Salamence,Mega Salamence,3,1.8,112.6,Dragon,Flying,Aerilate,,,Blue,Dragon,,Ordinary,,True
457,374,374_0,Beldum,Beldum,3,0.6,95.2,Steel,Psychic,Clear Body,,Light Metal,Blue,Mineral,,Ordinary,,False
458,375,375_0,Metang,Metang,3,1.2,202.5,Steel,Psychic,Clear Body,,Light Metal,Blue,Mineral,,Ordinary,,False
459,376,376_0,Metagross,Metagross,3,1.6,550.0,Steel,Psychic,Clear Body,,Light Metal,Blue,Mineral,,Ordinary,,False
460,376,376_1,Metagross,Mega Metagross,3,2.5,942.9,Steel,Psychic,Tough Claws,,,Blue,Mineral,,Ordinary,,True
461,377,377_0,Regirock,Regirock,3,1.7,230.0,Rock,,Clear Body,,Sturdy,Brown,Undiscovered,,Semi-Legendary,,False
462,378,378_0,Regice,Regice,3,1.8,175.0,Ice,,Clear Body,,Ice Body,Blue,Undiscovered,,Semi-Legendary,,False
463,379,379_0,Registeel,Registeel,3,1.9,205.0,Steel,,Clear Body,,Light Metal,Gray,Undiscovered,,Semi-Legendary,,False
464,380,380_0,Latias,Latias,3,1.4,40.0,Dragon,Psychic,Levitate,,,Red,Undiscovered,,Semi-Legendary,,False
465,380,380_1,Latias,Mega Latias,3,1.8,52.0,Dragon,Psychic,Levitate,,,Purple,Undiscovered,,Semi-Legendary,,True
466,381,381_0,Latios,Latios,3,2.0,60.0,Dragon,Psychic,Levitate,,,Blue,Undiscovered,,Semi-Legendary,,False
467,381,381_1,Latios,Mega Latios,3,2.3,70.0,Dragon,Psychic,Levitate,,,Purple,Undiscovered,,Semi-Legendary,,True
468,382,382_0,Kyogre,Kyogre,3,4.5,352.0,Water,,Drizzle,,,Blue,Undiscovered,,Legendary,,False
469,382,382_1,Kyogre,Primal Kyogre,3,9.8,430.0,Water,,Primordial Sea,,,Blue,Undiscovered,,Legendary,,False
470,383,383_0,Groudon,Groudon,3,3.5,950.0,Ground,,Drought,,,Red,Undiscovered,,Legendary,,False
471,383,383_1,Groudon,Primal Groudon,3,5.0,999.7,Ground,Fire,Desolate Land,,,Red,Undiscovered,,Legendary,,False
472,384,384_0,Rayquaza,Rayquaza,3,7.0,206.5,Dragon,Flying,Air Lock,,,Green,Undiscovered,,Legendary,,False
473,384,384_1,Rayquaza,Mega Rayquaza,3,10.8,392.0,Dragon,Flying,Delta Stream,,,Green,Undiscovered,,Legendary,,True
474,385,385_0,Jirachi,Jirachi,3,0.3,1.1,Steel,Psychic,Serene Grace,,,Yellow,Undiscovered,,Mythical,,False
475,386,386_0,Deoxys,Deoxys,3,1.7,60.8,Psychic,,Pressure,,,Red,Undiscovered,,Mythical,,False
476,386,386_1,Deoxys,Deoxys Attack Form,3,1.7,60.8,Psychic,,Pressure,,,Red,Undiscovered,,Mythical,,False
477,386,386_2,Deoxys,Deoxys Defense Form,3,1.7,60.8,Psychic,,Pressure,,,Red,Undiscovered,,Mythical,,False
478,386,386_3,Deoxys,Deoxys Speed Form,3,1.7,60.8,Psychic,,Pressure,,,Red,Undiscovered,,Mythical,,False
479,387,387_0,Turtwig,Turtwig,4,0.4,10.2,Grass,,Overgrow,,Shell Armor,Green,Monster,Grass,Ordinary,,False
480,388,388_0,Grotle,Grotle,4,1.1,97.0,Grass,,Overgrow,,Shell Armor,Green,Monster,Grass,Ordinary,,False
481,389,389_0,Torterra,Torterra,4,2.2,310.0,Grass,Ground,Overgrow,,Shell Armor,Green,Monster,Grass,Ordinary,,False
482,390,390_0,Chimchar,Chimchar,4,0.5,6.2,Fire,,Blaze,,Iron Fist,Brown,Ground,Human-Like,Ordinary,,False
483,391,391_0,Monferno,Monferno,4,0.9,22.0,Fire,Fighting,Blaze,,Iron Fist,Brown,Ground,Human-Like,Ordinary,,False
484,392,392_0,Infernape,Infernape,4,1.2,55.0,Fire,Fighting,Blaze,,Iron Fist,Brown,Ground,Human-Like,Ordinary,,False
485,393,393_0,Piplup,Piplup,4,0.4,5.2,Water,,Torrent,,Defiant,Blue,Water1,Ground,Ordinary,,False
486,394,394_0,Prinplup,Prinplup,4,0.8,23.0,Water,,Torrent,,Defiant,Blue,Water1,Ground,Ordinary,,False
487,395,395_0,Empoleon,Empoleon,4,1.7,84.5,Water,Steel,Torrent,,Defiant,Blue,Water1,Ground,Ordinary,,False
488,396,396_0,Starly,Starly,4,0.3,2.0,Normal,Flying,Keen Eye,,Reckless,Brown,Flying,,Ordinary,,False
489,397,397_0,Staravia,Staravia,4,0.6,15.5,Normal,Flying,Intimidate,,Reckless,Brown,Flying,,Ordinary,,False
490,398,398_0,Staraptor,Staraptor,4,1.2,24.9,Normal,Flying,Intimidate,,Reckless,Brown,Flying,,Ordinary,,False
491,399,399_0,Bidoof,Bidoof,4,0.5,20.0,Normal,,Simple,Unaware,Moody,Brown,Water1,Ground,Ordinary,,False
492,400,400_0,Bibarel,Bibarel,4,1.0,31.5,Normal,Water,Simple,Unaware,Moody,Brown,Water1,Ground,Ordinary,,False
493,401,401_0,Kricketot,Kricketot,4,0.3,2.2,Bug,,Shed Skin,,Run Away,Red,Bug,,Ordinary,,False
494,402,402_0,Kricketune,Kricketune,4,1.0,25.5,Bug,,Swarm,,Technician,Red,Bug,,Ordinary,,False
495,403,403_0,Shinx,Shinx,4,0.5,9.5,Electric,,Rivalry,Intimidate,Guts,Blue,Ground,,Ordinary,,False
496,404,404_0,Luxio,Luxio,4,0.9,30.5,Electric,,Rivalry,Intimidate,Guts,Blue,Ground,,Ordinary,,False
497,405,405_0,Luxray,Luxray,4,1.4,42.0,Electric,,Rivalry,Intimidate,Guts,Blue,Ground,,Ordinary,,False
498,406,406_0,Budew,Budew,4,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,Undiscovered,,Ordinary,,False
499,407,407_0,Roserade,Roserade,4,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,Green,Fairy,Grass,Ordinary,,False
500,408,408_0,Cranidos,Cranidos,4,0.9,31.5,Rock,,Mold Breaker,,Sheer Force,Blue,Monster,,Ordinary,,False
501,409,409_0,Rampardos,Rampardos,4,1.6,102.5,Rock,,Mold Breaker,,Sheer Force,Blue,Monster,,Ordinary,,False
502,410,410_0,Shieldon,Shieldon,4,0.5,57.0,Rock,Steel,Sturdy,,Soundproof,Gray,Monster,,Ordinary,,False
503,411,411_0,Bastiodon,Bastiodon,4,1.3,149.5,Rock,Steel,Sturdy,,Soundproof,Gray,Monster,,Ordinary,,False
504,412,412_0,Burmy,Burmy Plant Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Green,Bug,,Ordinary,,False
505,412,412_1,Burmy,Burmy Sandy Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Brown,Bug,,Ordinary,,False
506,412,412_2,Burmy,Burmy Trash Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Red,Bug,,Ordinary,,False
507,413,413_0,Wormadam,Wormadam Plant Form,4,0.5,6.5,Bug,Grass,Anticipation,,Overcoat,Green,Bug,,Ordinary,,False
508,413,413_1,Wormadam,Wormadam Sandy Form,4,0.5,6.5,Bug,Ground,Anticipation,,Overcoat,Brown,Bug,,Ordinary,,False
509,413,413_2,Wormadam,Wormadam Trash Form,4,0.5,6.5,Bug,Steel,Anticipation,,Overcoat,Red,Bug,,Ordinary,,False
510,414,414_0,Mothim,Mothim,4,0.9,23.3,Bug,Flying,Swarm,,Tinted Lens,Yellow,Bug,,Ordinary,,False
511,415,415_0,Combee,Combee,4,0.3,5.5,Bug,Flying,Honey Gather,,Hustle,Yellow,Bug,,Ordinary,,False
512,416,416_0,Vespiquen,Vespiquen,4,1.2,38.5,Bug,Flying,Pressure,,Unnerve,Yellow,Bug,,Ordinary,,False
513,417,417_0,Pachirisu,Pachirisu,4,0.4,3.9,Electric,,Run Away,Pickup,Volt Absorb,White,Ground,Fairy,Ordinary,,False
514,418,418_0,Buizel,Buizel,4,0.7,29.5,Water,,Swift Swim,,Water Veil,Brown,Water1,Ground,Ordinary,,False
515,419,419_0,Floatzel,Floatzel,4,1.1,33.5,Water,,Swift Swim,,Water Veil,Brown,Water1,Ground,Ordinary,,False
516,420,420_0,Cherubi,Cherubi,4,0.4,3.3,Grass,,Chlorophyll,,,Pink,Fairy,Grass,Ordinary,,False
517,421,421_0,Cherrim,Cherrim,4,0.5,9.3,Grass,,Flower Gift,,,Purple,Fairy,Grass,Ordinary,,False
518,421,421_1,Cherrim,Cherrim Sunshine Form,4,0.5,9.3,Grass,,Flower Gift,,,Pink,Fairy,Grass,Ordinary,,False
519,422,422_0,Shellos,Shellos East-Sea Form,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Purple,Water1,Amorphous,Ordinary,,False
520,422,422_1,Shellos,Shellos West-Sea Form,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Blue,Water1,Amorphous,Ordinary,,False
521,423,423_0,Gastrodon,Gastrodon East-Sea Form,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Purple,Water1,Amorphous,Ordinary,,False
522,423,423_1,Gastrodon,Gastrodon West-Sea Form,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Blue,Water1,Amorphous,Ordinary,,False
523,424,424_0,Ambipom,Ambipom,4,1.2,20.3,Normal,,Technician,Pickup,Skill Link,Purple,Ground,,Ordinary,,False
524,425,425_0,Drifloon,Drifloon,4,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,Amorphous,,Ordinary,,False
525,426,426_0,Drifblim,Drifblim,4,1.2,15.0,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,Amorphous,,Ordinary,,False
526,427,427_0,Buneary,Buneary,4,0.4,5.5,Normal,,Run Away,Klutz,Limber,Brown,Ground,Human-Like,Ordinary,,False
527,428,428_0,Lopunny,Lopunny,4,1.2,33.3,Normal,,Cute Charm,Klutz,Limber,Brown,Ground,Human-Like,Ordinary,,False
528,428,428_1,Lopunny,Mega Lopunny,4,1.3,28.3,Normal,Fighting,Scrappy,,,Brown,Ground,Human-Like,Ordinary,,True
529,429,429_0,Mismagius,Mismagius,4,0.9,4.4,Ghost,,Levitate,,,Purple,Amorphous,,Ordinary,,False
530,430,430_0,Honchkrow,Honchkrow,4,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,Black,Flying,,Ordinary,,False
531,431,431_0,Glameow,Glameow,4,0.5,3.9,Normal,,Limber,Own Tempo,Keen Eye,Gray,Ground,,Ordinary,,False
532,432,432_0,Purugly,Purugly,4,1.0,43.8,Normal,,Thick Fat,Own Tempo,Defiant,Gray,Ground,,Ordinary,,False
533,433,433_0,Chingling,Chingling,4,0.2,0.6,Psychic,,Levitate,,,Yellow,Undiscovered,,Ordinary,,False
534,434,434_0,Stunky,Stunky,4,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,Ground,,Ordinary,,False
535,435,435_0,Skuntank,Skuntank,4,1.0,38.0,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,Ground,,Ordinary,,False
536,436,436_0,Bronzor,Bronzor,4,0.5,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,Mineral,,Ordinary,,False
537,437,437_0,Bronzong,Bronzong,4,1.3,187.0,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,Mineral,,Ordinary,,False
538,438,438_0,Bonsly,Bonsly,4,0.5,15.0,Rock,,Sturdy,Rock Head,Rattled,Brown,Undiscovered,,Ordinary,,False
539,439,439_0,Mime Jr.,Mime Jr.,4,0.6,13.0,Psychic,Fairy,Soundproof,Filter,Technician,Pink,Undiscovered,,Ordinary,,False
540,440,440_0,Happiny,Happiny,4,0.6,24.4,Normal,,Natural Cure,Serene Grace,Friend Guard,Pink,Undiscovered,,Ordinary,,False
541,441,441_0,Chatot,Chatot,4,0.5,1.9,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,Black,Flying,,Ordinary,,False
542,442,442_0,Spiritomb,Spiritomb,4,1.0,108.0,Ghost,Dark,Pressure,,Infiltrator,Purple,Amorphous,,Ordinary,,False
543,443,443_0,Gible,Gible,4,0.7,20.5,Dragon,Ground,Sand Veil,,Rough Skin,Blue,Monster,Dragon,Ordinary,,False
544,444,444_0,Gabite,Gabite,4,1.4,56.0,Dragon,Ground,Sand Veil,,Rough Skin,Blue,Monster,Dragon,Ordinary,,False
545,445,445_0,Garchomp,Garchomp,4,1.9,95.0,Dragon,Ground,Sand Veil,,Rough Skin,Blue,Monster,Dragon,Ordinary,,False
546,445,445_1,Garchomp,Mega Garchomp,4,1.9,95.0,Dragon,Ground,Sand Force,,,Blue,Monster,Dragon,Ordinary,,True
547,446,446_0,Munchlax,Munchlax,4,0.6,105.0,Normal,,Pickup,Thick Fat,Gluttony,Black,Undiscovered,,Ordinary,,False
548,447,447_0,Riolu,Riolu,4,0.7,20.2,Fighting,,Steadfast,Inner Focus,Prankster,Blue,Undiscovered,,Ordinary,,False
549,448,448_0,Lucario,Lucario,4,1.2,54.0,Fighting,Steel,Steadfast,Inner Focus,Justified,Blue,Ground,Human-Like,Ordinary,,False
550,448,448_1,Lucario,Mega Lucario,4,1.3,57.5,Fighting,Steel,Adaptability,,,Blue,Ground,Human-Like,Ordinary,,True
551,449,449_0,Hippopotas,Hippopotas,4,0.8,49.5,Ground,,Sand Stream,,Sand Force,Brown,Ground,,Ordinary,,False
552,450,450_0,Hippowdon,Hippowdon,4,2.0,300.0,Ground,,Sand Stream,,Sand Force,Brown,Ground,,Ordinary,,False
553,451,451_0,Skorupi,Skorupi,4,0.8,12.0,Poison,Bug,Battle Armor,Sniper,Keen Eye,Purple,Bug,Water3,Ordinary,,False
554,452,452_0,Drapion,Drapion,4,1.3,61.5,Poison,Dark,Battle Armor,Sniper,Keen Eye,Purple,Bug,Water3,Ordinary,,False
555,453,453_0,Croagunk,Croagunk,4,0.7,23.0,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,Blue,Human-Like,,Ordinary,,False
556,454,454_0,Toxicroak,Toxicroak,4,1.3,44.4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,Blue,Human-Like,,Ordinary,,False
557,455,455_0,Carnivine,Carnivine,4,1.4,27.0,Grass,,Levitate,,,Green,Grass,,Ordinary,,False
558,456,456_0,Finneon,Finneon,4,0.4,7.0,Water,,Swift Swim,Storm Drain,Water Veil,Blue,Water2,,Ordinary,,False
559,457,457_0,Lumineon,Lumineon,4,1.2,24.0,Water,,Swift Swim,Storm Drain,Water Veil,Blue,Water2,,Ordinary,,False
560,458,458_0,Mantyke,Mantyke,4,1.0,65.0,Water,Flying,Swift Swim,Water Absorb,Water Veil,Blue,Undiscovered,,Ordinary,,False
561,459,459_0,Snover,Snover,4,1.0,50.5,Grass,Ice,Snow Warning,,Soundproof,White,Monster,Grass,Ordinary,,False
562,460,460_0,Abomasnow,Abomasnow,4,2.2,135.5,Grass,Ice,Snow Warning,,Soundproof,White,Monster,Grass,Ordinary,,False
563,460,460_1,Abomasnow,Mega Abomasnow,4,2.7,185.0,Grass,Ice,Snow Warning,,,White,Monster,Grass,Ordinary,,True
564,461,461_0,Weavile,Weavile,4,1.1,34.0,Dark,Ice,Pressure,,Pickpocket,Black,Ground,,Ordinary,,False
565,462,462_0,Magnezone,Magnezone,4,1.2,180.0,Electric,Steel,Magnet Pull,Sturdy,Analytic,Gray,Mineral,,Ordinary,,False
566,463,463_0,Lickilicky,Lickilicky,4,1.7,140.0,Normal,,Own Tempo,Oblivious,Cloud Nine,Pink,Monster,,Ordinary,,False
567,464,464_0,Rhyperior,Rhyperior,4,2.4,282.8,Ground,Rock,Lightning Rod,Solid Rock,Reckless,Gray,Monster,Ground,Ordinary,,False
568,465,465_0,Tangrowth,Tangrowth,4,2.0,128.6,Grass,,Chlorophyll,Leaf Guard,Regenerator,Blue,Grass,,Ordinary,,False
569,466,466_0,Electivire,Electivire,4,1.8,138.6,Electric,,Motor Drive,,Vital Spirit,Yellow,Human-Like,,Ordinary,,False
570,467,467_0,Magmortar,Magmortar,4,1.6,68.0,Fire,,Flame Body,,Vital Spirit,Red,Human-Like,,Ordinary,,False
571,468,468_0,Togekiss,Togekiss,4,1.5,38.0,Fairy,Flying,Hustle,Serene Grace,Super Luck,White,Flying,Fairy,Ordinary,,False
572,469,469_0,Yanmega,Yanmega,4,1.9,51.5,Bug,Flying,Speed Boost,Tinted Lens,Frisk,Green,Bug,,Ordinary,,False
573,470,470_0,Leafeon,Leafeon,4,1.0,25.5,Grass,,Leaf Guard,,Chlorophyll,Green,Ground,,Ordinary,,False
574,471,471_0,Glaceon,Glaceon,4,0.8,25.9,Ice,,Snow Cloak,,Ice Body,Blue,Ground,,Ordinary,,False
575,472,472_0,Gliscor,Gliscor,4,2.0,42.5,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,Purple,Bug,,Ordinary,,False
576,473,473_0,Mamoswine,Mamoswine,4,2.5,291.0,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Brown,Ground,,Ordinary,,False
577,474,474_0,Porygon-Z,Porygon-Z,4,0.9,34.0,Normal,,Adaptability,Download,Analytic,Red,Mineral,,Ordinary,,False
